Run,Players,Player,Satellites,Stations,ISL,Cost,Count,Min,Max,Avg,StdDev,StdErr,Total Cost,Total Value Avg,Total Value StdErr
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3350,2,7250,7450,7350,100,70.71067811865474,3350,7350,1353.6997913126825
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3350,2,7250,7450,7350,100,70.71067811865474,3350,7350,1353.6997913126825
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3350,2,6000,8250,7125,1125,795.4951288348659,3350,7125,1857.1146975887084
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3350,2,6050,8600,7325,1275,901.561146012848,3350,7325,621.6711349258544
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|SAR|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,5,1,false,3350,2,6950,7200,7075,125,88.38834764831843,3350,7075,1185.8962855157274
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3350,2,6550,8700,7625,1075,760.1397897755386,3350,7625,780.2643782718777
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3400,2,6550,8700,7625,1075,760.1397897755386,3400,7625,780.2643782718777
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3400,2,6000,8250,7125,1125,795.4951288348659,3400,7125,1857.1146975887084
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,5,1,false,3400,2,7200,7350,7275,75,53.03300858899106,3400,7275,1247.7341964537159
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|VIS|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,5,1,false,3450,2,7450,7800,7625,175,123.74368670764581,3450,7625,1442.052573590852
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3450,2,6550,8700,7625,1075,760.1397897755386,3450,7625,780.2643782718777
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3500,2,8650,9100,8875,225,159.09902576697317,3500,8875,1689.5311849741038
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|VIS|pSGL 1.SmallSat@MEO3|VIS|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,5,1,false,3500,2,7700,7850,7775,75,53.03300858899106,3500,7775,1415.5873339359885
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3550,2,7250,7450,7350,100,70.71067811865474,3550,7350,1353.6997913126825
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|VIS|pSGL 1.SmallSat@MEO3|VIS|pSGL 1.SmallSat@MEO2|VIS|pSGL 1.GroundSta@SUR1|pSGL,1,0,5,1,false,3550,2,7800,7850,7825,25,17.677669529663685,3550,7825,1397.9359785054535
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3550,2,8800,9400,9100,300,212.13203435596424,3550,9100,1451.1374848717815
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3550,2,8650,9100,8875,225,159.09902576697317,3550,8875,1689.5311849741038
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3600,2,8800,9400,9100,300,212.13203435596424,3600,9100,1451.1374848717815
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3700,2,8650,9100,8875,225,159.09902576697317,3700,8875,1689.5311849741038
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3750,1,7250,7250,7250,0,0,3750,7250,85.14693182963201
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3750,2,8800,9400,9100,300,212.13203435596424,3750,9100,1451.1374848717815
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3750,2,9100,9200,9150,50,35.35533905932737,3750,9150,1645.4140816220092
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3750,2,8650,9100,8875,225,159.09902576697317,3750,8875,1689.5311849741038
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3800,2,8800,9400,9100,300,212.13203435596424,3800,9100,1451.1374848717815
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3900,1,8650,8650,8650,0,0,3900,8650,93.00537618869137
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3950,2,9100,9200,9150,50,35.35533905932737,3950,9150,1645.4140816220092
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3950,1,9400,9400,9400,0,0,3950,9400,96.95359714832658
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3950,1,8650,8650,8650,0,0,3950,8650,93.00537618869137
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4000,1,9400,9400,9400,0,0,4000,9400,96.95359714832658
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4050,1,8450,8450,8450,0,0,4050,8450,91.92388155425118
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4100,1,8450,8450,8450,0,0,4100,8450,91.92388155425118
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4100,1,8600,8600,8600,0,0,4100,8600,92.73618495495704
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4150,1,8600,8600,8600,0,0,4150,8600,92.73618495495704
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4150,2,9100,9200,9150,50,35.35533905932737,4150,9150,1645.4140816220092
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4150,1,9400,9400,9400,0,0,4150,9400,96.95359714832658
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4150,1,8450,8450,8450,0,0,4150,8450,91.92388155425118
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4150,1,8750,8750,8750,0,0,4150,8750,93.54143466934853
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4200,1,9400,9400,9400,0,0,4200,9400,96.95359714832658
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4200,1,8600,8600,8600,0,0,4200,8600,92.73618495495704
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|VIS|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4250,1,9400,9400,9400,0,0,4250,9400,96.95359714832658
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4300,1,7900,7900,7900,0,0,4300,7900,88.88194417315589
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4350,1,8000,8000,8000,0,0,4350,8000,89.44271909999159
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4350,2,8250,8550,8400,150,106.06601717798212,4350,8400,1565.8154824244139
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4400,2,8300,8550,8425,125,88.38834764831843,4400,8425,1556.988278697049
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,4550,2,8300,8450,8375,75,53.03300858899106,4550,8375,1521.6561700988827
1.SmallSat@MEO6|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,2950,1,0,0,0,0,0,2950,0,0
1.MediumSat@MEO6|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3150,1,0,0,0,0,0,3150,0,0
1.MediumSat@MEO6|SAR|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3300,1,4250,4250,4250,0,0,3300,4250,65.19202405202648
1.MediumSat@MEO6|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3350,1,0,0,0,0,0,3350,0,0
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3350,1,4250,4250,4250,0,0,3350,4250,65.19202405202648
1.MediumSat@MEO6|VIS|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3350,1,4700,4700,4700,0,0,3350,4700,68.55654600401044
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3400,1,4700,4700,4700,0,0,3400,4700,68.55654600401044
1.MediumSat@MEO6|SAR|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3500,1,4250,4250,4250,0,0,3500,4250,65.19202405202648
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3550,1,4700,4700,4700,0,0,3550,4700,68.55654600401044
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3550,1,4250,4250,4250,0,0,3550,4250,65.19202405202648
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3550,1,7750,7750,7750,0,0,3550,7750,88.03408430829505
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3600,1,4700,4700,4700,0,0,3600,4700,68.55654600401044
1.MediumSat@MEO6|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3650,1,7300,7300,7300,0,0,3650,7300,85.44003745317531
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3700,1,7300,7300,7300,0,0,3700,7300,85.44003745317531
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3700,1,6450,6450,6450,0,0,3700,6450,80.31189202104505
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3750,1,6450,6450,6450,0,0,3750,6450,80.31189202104505
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3750,1,8550,8550,8550,0,0,3750,8550,92.46621004453465
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3750,1,7750,7750,7750,0,0,3750,7750,88.03408430829505
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3750,1,7750,7750,7750,0,0,3750,7750,88.03408430829505
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3750,1,7300,7300,7300,0,0,3750,7300,85.44003745317531
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3750,1,9150,9150,9150,0,0,3750,9150,95.65563234854496
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3800,1,6450,6450,6450,0,0,3800,6450,80.31189202104505
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3800,1,9150,9150,9150,0,0,3800,9150,95.65563234854496
1.SmallSat@MEO6|SAR|pSGL 1.SmallSat@MEO5|SAR|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.SmallSat@MEO1|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,6,1,false,3850,1,8550,8550,8550,0,0,3850,8550,92.46621004453465
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.SmallSat@MEO1|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,6,1,true,3850,1,9150,9150,9150,0,0,3850,9150,95.65563234854496
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|SAR|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.SmallSat@MEO1|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,6,1,false,3900,1,8350,8350,8350,0,0,3900,8350,91.37833441248533
