Run,Players,Player,Satellites,Stations,ISL,Cost,Count,Min,Max,Avg,StdDev,StdErr,Total Cost,Total Value Avg,Total Value StdErr
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,3,1,true,3550,2,4950,5050,5000,50,35.35533905932737,3550,5000,911.7719698477246
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|DAT|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,3,1,true,3600,2,4850,5200,5025,175,123.74368670764581,3600,5025,982.3902610470036
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|SAR|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,3,1,true,3750,2,4900,5050,4975,75,53.03300858899106,3750,4975,920.5908428829824
1.SmallSat@MEO6|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2150,2,0,0,0,0,0,2150,0,0
1.MediumSat@MEO6|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2350,2,0,0,0,0,0,2350,0,0
1.MediumSat@MEO6|SAR|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2500,2,3800,4250,4025,225,159.09902576697317,2500,4025,593.8986655987703
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2550,2,3800,4250,4025,225,159.09902576697317,2550,4025,593.8986655987703
1.MediumSat@MEO6|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2550,2,0,0,0,0,0,2550,0,0
1.MediumSat@MEO6|VIS|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2550,2,3650,3900,3775,125,88.38834764831843,2550,3775,734.9085827502628
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2600,2,3650,3900,3775,125,88.38834764831843,2600,3775,734.9085827502628
1.MediumSat@MEO6|SAR|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2700,2,3800,4250,4025,225,159.09902576697317,2700,4025,593.8986655987703
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2750,2,6650,7050,6850,200,141.42135623730948,2750,6850,1318.286055831586
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2750,2,3800,4250,4025,225,159.09902576697317,2750,4025,593.8986655987703
1.SmallSat@MEO6|SAR|pSGL 1.SmallSat@MEO5|SAR|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,4,1,false,2750,2,5650,6000,5825,175,123.74368670764581,2750,5825,1123.828556764776
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2750,2,3650,3900,3775,125,88.38834764831843,2750,3775,734.9085827502628
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2800,2,3650,3900,3775,125,88.38834764831843,2800,3775,734.9085827502628
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|SAR|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,4,1,false,2800,2,5450,5650,5550,100,70.71067811865474,2800,5550,929.5714738523337
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,4,1,false,2850,2,5650,5750,5700,50,35.35533905932737,2850,5700,982.5620209432075
1.MediumSat@MEO6|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2850,2,5950,6350,6150,200,141.42135623730948,2850,6150,1194.5305040056533
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2900,2,5950,6350,6150,200,141.42135623730948,2900,6150,1194.5305040056533
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2900,2,5050,5600,5325,275,194.45436482630055,2900,5325,1088.4004892501655
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|VIS|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,4,1,false,2900,2,5900,6300,6100,200,141.42135623730948,2900,6100,1185.6907269604499
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2950,2,5950,6350,6150,200,141.42135623730948,2950,6150,1194.5305040056533
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2950,2,6650,7050,6850,200,141.42135623730948,2950,6850,1318.286055831586
1.SmallSat@MEO6|VIS|pSGL 1.SmallSat@MEO5|VIS|pSGL 1.SmallSat@MEO4|VIS|pSGL 1.SmallSat@MEO3|VIS|pSGL 1.GroundSta@SUR1|pSGL,1,0,4,1,false,2950,2,6050,6400,6225,175,123.74368670764581,2950,6225,1194.5462004460103
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2950,2,5050,5600,5325,275,194.45436482630055,2950,5325,1088.4004892501655
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2950,2,6050,6350,6200,150,106.06601717798212,2950,6200,1017.9897470014125
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2950,2,6650,7050,6850,200,141.42135623730948,2950,6850,1318.286055831586
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,2950,2,6450,6700,6575,125,88.38834764831843,2950,6575,1229.935211708324
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3000,2,5050,5600,5325,275,194.45436482630055,3000,5325,1088.4004892501655
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3000,2,6450,6700,6575,125,88.38834764831843,3000,6575,1229.935211708324
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3050,2,6450,6700,6575,125,88.38834764831843,3050,6575,1229.935211708324
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3100,2,6850,7150,7000,150,106.06601717798212,3100,7000,1159.397742364543
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3150,2,7250,7300,7275,25,17.677669529663685,3150,7275,1274.2203498610434
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3150,2,6650,7050,6850,200,141.42135623730948,3150,6850,1318.286055831586
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3150,2,6850,7150,7000,150,106.06601717798212,3150,7000,1159.397742364543
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3200,2,7250,7300,7275,25,17.677669529663685,3200,7275,1274.2203498610434
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3300,2,6850,7150,7000,150,106.06601717798212,3300,7000,1159.397742364543
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3350,2,7250,7300,7275,25,17.677669529663685,3350,7275,1274.2203498610434
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3350,2,6850,7150,7000,150,106.06601717798212,3350,7000,1159.397742364543
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3350,2,6650,7050,6850,200,141.42135623730948,3350,6850,1318.286055831586
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3350,2,6350,6950,6650,300,212.13203435596424,3350,6650,1335.9091005753348
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3400,2,7250,7300,7275,25,17.677669529663685,3400,7275,1274.2203498610434
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3500,2,6850,7150,7000,150,106.06601717798212,3500,7000,1159.397742364543
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3550,2,7250,7300,7275,25,17.677669529663685,3550,7275,1274.2203498610434
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3550,2,6850,7150,7000,150,106.06601717798212,3550,7000,1159.397742364543
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3550,2,6350,6950,6650,300,212.13203435596424,3550,6650,1335.9091005753348
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3600,2,7250,7300,7275,25,17.677669529663685,3600,7275,1274.2203498610434
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3650,2,6350,6600,6475,125,88.38834764831843,3650,6475,1212.2564188322535
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3700,2,6800,6900,6850,50,35.35533905932737,3700,6850,1238.820003067435
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3700,2,6350,6600,6475,125,88.38834764831843,3700,6475,1212.2564188322535
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3750,2,6350,6600,6475,125,88.38834764831843,3750,6475,1212.2564188322535
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3750,2,6800,6850,6825,25,17.677669529663685,3750,6825,1221.1572380328423
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3750,2,6800,6900,6850,50,35.35533905932737,3750,6850,1238.820003067435
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3750,2,6350,6950,6650,300,212.13203435596424,3750,6650,1335.9091005753348
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3750,2,6950,7100,7025,75,53.03300858899106,3750,7025,1203.5416486353931
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3800,2,6800,6900,6850,50,35.35533905932737,3800,6850,1238.820003067435
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3800,2,6950,7100,7025,75,53.03300858899106,3800,7025,1203.5416486353931
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|DAT|pSGL|pISL 1.MediumSat@MEO4|VIS|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3850,2,6950,7100,7025,75,53.03300858899106,3850,7025,1203.5416486353931
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3900,2,6250,6350,6300,50,35.35533905932737,3900,6300,1141.5901738364778
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|SAR|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3950,2,6250,6350,6300,50,35.35533905932737,3950,6300,1141.5901738364778
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,3950,2,6600,6700,6650,50,35.35533905932737,3950,6650,1150.494458917556
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|DAT|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,4000,2,6600,6700,6650,50,35.35533905932737,4000,6650,1150.494458917556
1.LargeSat@MEO6|VIS|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|VIS|SAR|pSGL|pISL 1.MediumSat@MEO4|VIS|SAR|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,4,1,true,4150,2,6600,7000,6800,200,141.42135623730948,4150,6800,1097.5654877956028
1.SmallSat@MEO6|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,2550,2,0,0,0,0,0,2550,0,0
1.MediumSat@MEO6|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,2750,2,0,0,0,0,0,2750,0,0
1.MediumSat@MEO6|SAR|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,2900,2,4750,4800,4775,25,17.677669529663685,2900,4775,858.7581877338928
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,2950,2,4750,4800,4775,25,17.677669529663685,2950,4775,858.7581877338928
1.MediumSat@MEO6|VIS|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,2950,2,3900,4150,4025,125,88.38834764831843,2950,4025,646.7925672114669
1.MediumSat@MEO6|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,2950,2,0,0,0,0,0,2950,0,0
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3000,2,3900,4150,4025,125,88.38834764831843,3000,4025,646.7925672114669
1.MediumSat@MEO6|SAR|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3100,2,4750,4800,4775,25,17.677669529663685,3100,4775,858.7581877338928
1.MediumSat@MEO6|VIS|SAR|pSGL|pISL 1.SmallSat@MEO5|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3150,2,7250,7450,7350,100,70.71067811865474,3150,7350,1353.6997913126825
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3150,2,4750,4800,4775,25,17.677669529663685,3150,4775,858.7581877338928
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3150,2,3900,4150,4025,125,88.38834764831843,3150,4025,646.7925672114669
1.MediumSat@MEO6|VIS|DAT|pSGL|pISL 1.MediumSat@MEO5|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3200,2,3900,4150,4025,125,88.38834764831843,3200,4025,646.7925672114669
1.MediumSat@MEO6|SAR|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3250,2,6350,7750,7050,700,494.97474683058323,3250,7050,1618.5960351489805
1.MediumSat@MEO6|VIS|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3300,2,6000,8250,7125,1125,795.4951288348659,3300,7125,1857.1146975887084
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3300,2,6350,7750,7050,700,494.97474683058323,3300,7050,1618.5960351489805
1.SmallSat@MEO6|SAR|pSGL 1.SmallSat@MEO5|SAR|pSGL 1.SmallSat@MEO4|SAR|pSGL 1.SmallSat@MEO3|SAR|pSGL 1.SmallSat@MEO2|SAR|pSGL 1.GroundSta@SUR1|pSGL,1,0,5,1,false,3300,2,7250,7300,7275,25,17.677669529663685,3300,7275,1274.2203498610434
1.MediumSat@MEO6|SAR|DAT|pSGL|pISL 1.MediumSat@MEO5|SAR|DAT|pSGL|pISL 1.SmallSat@MEO4|pSGL|pISL 1.SmallSat@MEO3|pSGL|pISL 1.SmallSat@MEO2|pSGL|pISL 1.GroundSta@SUR1|pSGL,1,0,5,1,true,3350,2,6350,7750,7050,700,494.97474683058323,3350,7050,1618.5960351489805
